,sofifa_id,club_15,overall_15,passing_15,defending_15,pace_15,shooting_15,physic_15,club_16,overall_16,passing_16,defending_16,pace_16,shooting_16,physic_16,club_17,overall_17,passing_17,defending_17,pace_17,shooting_17,physic_17,club_18,overall_18,passing_18,defending_18,pace_18,shooting_18,physic_18,club_19,overall_19,passing_19,defending_19,pace_19,shooting_19,physic_19,club_20,overall_20,passing_20,defending_20,pace_20,shooting_20,physic_20
2598,234537,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,FC Nantes,58.0,55.0,58.0,66.0,38.0,43.0,FC Nantes,60.0,57.0,59.0,63.0,38.0,39.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2599,234555,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace,58.0,52.0,24.0,79.0,52.0,56.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2600,235805,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fiorentina,58.0,51.0,30.0,65.0,59.0,44.0,Fiorentina,75.0,67.0,32.0,81.0,68.0,59.0,Fiorentina,77.0,69.0,44.0,83.0,73.0,66.0,Fiorentina,79.0,71.0,44.0,85.0,74.0,64.0
2601,213695,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester United,58.0,61.0,41.0,68.0,46.0,55.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2602,234401,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Olympique Lyonnais,58.0,46.0,55.0,79.0,38.0,49.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Paris Saint-Germain,61.0,53.0,57.0,79.0,41.0,51.0
2603,235841,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Inter,58.0,60.0,28.0,55.0,54.0,39.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2604,231526,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,AS Monaco,58.0,53.0,32.0,68.0,56.0,45.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2605,229449,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,AS Monaco,58.0,52.0,58.0,68.0,38.0,65.0,AS Monaco,58.0,52.0,58.0,64.0,38.0,65.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2606,232250,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham Hotspur,58.0,54.0,57.0,62.0,39.0,61.0,Tottenham Hotspur,60.0,55.0,59.0,59.0,40.0,63.0,Tottenham Hotspur,65.0,65.0,60.0,62.0,50.0,65.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2607,236004,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,FC Bayern München,58.0,58.0,42.0,62.0,51.0,44.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2608,222399,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham Hotspur,58.0,48.0,58.0,65.0,36.0,57.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2609,231442,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,West Ham United,58.0,54.0,26.0,72.0,50.0,56.0,West Ham United,60.0,56.0,26.0,76.0,52.0,61.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2610,229928,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,West Ham United,58.0,49.0,22.0,79.0,53.0,53.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2611,224019,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool,58.0,57.0,57.0,54.0,42.0,57.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool,66.0,64.0,57.0,65.0,46.0,69.0,Liverpool,66.0,64.0,57.0,65.0,46.0,69.0
2612,225698,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Watford,58.0,37.0,21.0,77.0,56.0,47.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2613,225173,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,AS Saint-Étienne,58.0,48.0,59.0,57.0,51.0,66.0,AS Saint-Étienne,60.0,48.0,61.0,65.0,51.0,66.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2614,235790,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Bayer 04 Leverkusen,57.0,55.0,39.0,61.0,48.0,53.0,Bayer 04 Leverkusen,73.0,71.0,40.0,72.0,59.0,57.0,Bayer 04 Leverkusen,79.0,76.0,38.0,77.0,64.0,59.0,Bayer 04 Leverkusen,84.0,79.0,44.0,84.0,78.0,65.0
2615,228082,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Borussia Dortmund,57.0,57.0,51.0,68.0,41.0,49.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Borussia Dortmund,66.0,63.0,62.0,71.0,45.0,64.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2616,235935,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Genoa,57.0,50.0,27.0,55.0,61.0,41.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2617,227854,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Everton,57.0,45.0,57.0,58.0,26.0,56.0,Everton,58.0,45.0,57.0,55.0,26.0,59.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2618,229929,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,West Ham United,57.0,44.0,50.0,78.0,27.0,56.0,0,0.0,0.0,0.0,0.0,0.0,0.0,West Ham United,56.0,44.0,51.0,75.0,28.0,58.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2619,233064,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Chelsea,57.0,53.0,31.0,67.0,56.0,39.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Chelsea,75.0,74.0,46.0,71.0,68.0,53.0
2620,234431,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace,57.0,36.0,57.0,63.0,38.0,61.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2621,235526,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,TSG 1899 Hoffenheim,57.0,58.0,45.0,62.0,42.0,45.0,TSG 1899 Hoffenheim,61.0,60.0,46.0,59.0,42.0,48.0,TSG 1899 Hoffenheim,70.0,67.0,52.0,65.0,45.0,55.0,TSG 1899 Hoffenheim,70.0,67.0,52.0,65.0,45.0,54.0
2622,224263,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Everton,57.0,50.0,57.0,62.0,33.0,60.0,Everton,57.0,50.0,57.0,58.0,33.0,61.0,Everton,71.0,61.0,72.0,72.0,36.0,66.0,FC Schalke 04,73.0,63.0,73.0,72.0,41.0,68.0
2623,229605,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Everton,57.0,51.0,56.0,63.0,38.0,55.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Everton,69.0,65.0,69.0,60.0,61.0,64.0
2624,234743,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester City,57.0,45.0,29.0,65.0,53.0,55.0,Leicester City,58.0,45.0,29.0,67.0,54.0,65.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2625,231144,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham Hotspur,57.0,36.0,59.0,59.0,32.0,55.0,Tottenham Hotspur,58.0,36.0,59.0,52.0,32.0,64.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2626,231182,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace,57.0,35.0,58.0,50.0,30.0,63.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace,56.0,35.0,58.0,30.0,29.0,63.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2627,234722,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Angers SCO,57.0,55.0,53.0,57.0,39.0,56.0,Angers SCO,59.0,56.0,59.0,49.0,39.0,53.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2628,225785,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,56.0,38.0,18.0,80.0,53.0,46.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2629,230667,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fiorentina,56.0,54.0,53.0,65.0,46.0,63.0,Fiorentina,56.0,54.0,53.0,64.0,46.0,63.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2630,234614,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace,56.0,48.0,22.0,81.0,50.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2631,235030,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester City,56.0,47.0,22.0,63.0,53.0,57.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2632,223761,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Borussia Dortmund,56.0,55.0,38.0,65.0,56.0,41.0,Borussia Dortmund,56.0,55.0,38.0,53.0,56.0,41.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2633,232117,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Olympique de Marseille,56.0,37.0,59.0,63.0,32.0,64.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2634,234252,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth,56.0,33.0,56.0,60.0,28.0,56.0,Bournemouth,59.0,33.0,59.0,59.0,28.0,65.0,Bournemouth,59.0,36.0,58.0,50.0,28.0,63.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2635,216299,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool,56.0,53.0,53.0,64.0,49.0,62.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2636,230913,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Genoa,56.0,39.0,57.0,54.0,35.0,57.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2637,232252,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham Hotspur,56.0,53.0,54.0,63.0,45.0,61.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2638,234378,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,West Ham United,56.0,34.0,56.0,64.0,29.0,62.0,West Ham United,59.0,45.0,61.0,63.0,30.0,66.0,West Ham United,69.0,53.0,69.0,61.0,32.0,71.0,West Ham United,78.0,64.0,77.0,62.0,37.0,77.0
2639,220531,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Napoli,56.0,37.0,61.0,53.0,34.0,56.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2640,234333,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Olympique Lyonnais,55.0,47.0,20.0,67.0,57.0,35.0,Olympique Lyonnais,66.0,50.0,20.0,77.0,64.0,55.0,OGC Nice,70.0,57.0,23.0,84.0,65.0,56.0,OGC Nice,72.0,62.0,24.0,83.0,67.0,56.0
2641,235051,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester City,55.0,42.0,54.0,69.0,34.0,65.0,Leicester City,59.0,43.0,57.0,69.0,34.0,68.0,Leicester City,60.0,48.0,61.0,62.0,35.0,66.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2642,233232,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Borussia Dortmund,55.0,44.0,52.0,54.0,33.0,59.0,Borussia Dortmund,55.0,44.0,53.0,52.0,33.0,56.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2643,235263,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester City,55.0,38.0,55.0,57.0,31.0,58.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2644,231842,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Montpellier HSC,55.0,50.0,52.0,66.0,39.0,50.0,Montpellier HSC,63.0,64.0,58.0,64.0,59.0,58.0,Montpellier HSC,65.0,64.0,58.0,64.0,60.0,58.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2645,234708,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Watford,55.0,38.0,52.0,57.0,39.0,62.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2646,230918,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Chelsea,55.0,44.0,52.0,75.0,35.0,58.0,Chelsea,58.0,47.0,57.0,72.0,35.0,57.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2647,234742,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester City,55.0,53.0,44.0,68.0,49.0,47.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester City,75.0,71.0,45.0,78.0,69.0,57.0
2648,225651,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace,55.0,41.0,22.0,89.0,55.0,45.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2649,234706,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Watford,54.0,44.0,49.0,78.0,38.0,49.0,Watford,66.0,60.0,62.0,82.0,40.0,61.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2650,235076,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester City,54.0,47.0,27.0,71.0,46.0,45.0,Leicester City,58.0,47.0,27.0,74.0,54.0,57.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2651,234483,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Watford,53.0,41.0,50.0,77.0,37.0,60.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2652,228591,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,LOSC Lille,53.0,35.0,60.0,56.0,26.0,58.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2653,225623,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,West Ham United,52.0,52.0,58.0,66.0,45.0,64.0,0,0.0,0.0,0.0,0.0,0.0,0.0,West Ham United,62.0,57.0,57.0,71.0,53.0,71.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2654,225276,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth,51.0,33.0,53.0,54.0,29.0,58.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2655,139869,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,OGC Nice,83.0,86.0,38.0,69.0,78.0,57.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2656,203483,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Everton,82.0,74.0,67.0,73.0,80.0,79.0,SV Werder Bremen,79.0,73.0,66.0,70.0,78.0,74.0,SV Werder Bremen,80.0,74.0,70.0,65.0,78.0,75.0
2657,184200,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,West Ham United,82.0,79.0,53.0,77.0,74.0,81.0,West Ham United,82.0,77.0,47.0,80.0,79.0,81.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2658,184484,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Everton,82.0,84.0,52.0,66.0,81.0,70.0,Everton,81.0,84.0,56.0,59.0,80.0,70.0,Everton,83.0,84.0,57.0,56.0,81.0,69.0
2659,230666,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester City,81.0,71.0,26.0,87.0,79.0,67.0,Manchester City,83.0,72.0,39.0,86.0,80.0,73.0,Manchester City,82.0,72.0,39.0,85.0,80.0,71.0
2660,220793,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham Hotspur,81.0,50.0,81.0,71.0,47.0,83.0,Tottenham Hotspur,84.0,55.0,84.0,76.0,45.0,82.0,Tottenham Hotspur,83.0,57.0,83.0,74.0,45.0,81.0
2661,207599,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Everton,81.0,64.0,82.0,72.0,49.0,82.0,Everton,79.0,63.0,79.0,62.0,49.0,77.0,Everton,80.0,62.0,80.0,60.0,49.0,79.0
2662,227928,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,FC Barcelona,81.0,68.0,76.0,92.0,57.0,71.0,FC Barcelona,80.0,67.0,73.0,92.0,57.0,72.0,FC Barcelona,82.0,69.0,77.0,92.0,57.0,75.0
2663,188005,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,VfL Wolfsburg,81.0,71.0,80.0,61.0,60.0,81.0,VfL Wolfsburg,80.0,70.0,81.0,59.0,60.0,79.0,VfL Wolfsburg,78.0,70.0,79.0,54.0,60.0,72.0
2664,183483,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Olympique de Marseille,81.0,64.0,19.0,58.0,81.0,83.0,Olympique de Marseille,78.0,65.0,20.0,58.0,77.0,78.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2665,194794,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Borussia Dortmund,81.0,80.0,37.0,81.0,78.0,76.0,West Ham United,80.0,78.0,42.0,73.0,80.0,71.0,West Ham United,79.0,78.0,42.0,68.0,80.0,70.0
2666,216393,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,AS Monaco,80.0,80.0,68.0,53.0,79.0,71.0,AS Monaco,79.0,80.0,68.0,53.0,79.0,70.0,Leicester City,80.0,82.0,68.0,63.0,78.0,67.0
2667,50542,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth,80.0,61.0,25.0,74.0,85.0,65.0,Bournemouth,77.0,60.0,26.0,68.0,83.0,57.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2668,171897,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Real Betis,80.0,80.0,67.0,76.0,64.0,68.0,Real Betis,82.0,81.0,72.0,73.0,67.0,68.0,Real Betis,81.0,81.0,72.0,68.0,68.0,68.0
2669,221660,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester United,79.0,62.0,79.0,70.0,48.0,79.0,Manchester United,79.0,71.0,78.0,72.0,48.0,76.0,Manchester United,81.0,72.0,82.0,74.0,50.0,78.0
2670,220440,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Sevilla FC,79.0,55.0,78.0,73.0,34.0,77.0,FC Barcelona,82.0,59.0,83.0,73.0,35.0,78.0,FC Barcelona,85.0,68.0,86.0,75.0,45.0,80.0
2671,180334,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Olympique Lyonnais,79.0,55.0,79.0,66.0,48.0,82.0,Olympique Lyonnais,81.0,61.0,81.0,54.0,49.0,88.0,Olympique Lyonnais,78.0,58.0,77.0,51.0,49.0,87.0
2672,228941,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Milan,78.0,62.0,44.0,81.0,74.0,78.0,Sevilla FC,77.0,62.0,43.0,79.0,74.0,75.0,Milan,79.0,63.0,43.0,77.0,75.0,75.0
2673,216778,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Villarreal CF,78.0,51.0,78.0,72.0,52.0,82.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2674,222558,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Roma,78.0,72.0,73.0,87.0,63.0,78.0,Roma,76.0,72.0,72.0,87.0,63.0,74.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2675,210679,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,SD Eibar,78.0,50.0,79.0,68.0,35.0,79.0,SD Eibar,78.0,52.0,76.0,68.0,35.0,78.0,SD Eibar,76.0,50.0,76.0,63.0,35.0,75.0
2676,193283,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,SV Werder Bremen,78.0,75.0,74.0,73.0,72.0,81.0,Borussia Dortmund,79.0,75.0,78.0,75.0,73.0,83.0,Borussia Dortmund,82.0,74.0,83.0,77.0,73.0,82.0
